Year,State,Subcategory,Sales,Quantity,Discount,Profit,Profit_Margin
2017,California,Phones,657.504,6,0.2,-131.5008,-0.19999999999999998
2017,California,Accessories,99.54,2,0,10.9494,0.11
2017,California,Accessories,199.96,4,0,85.9828,0.43
2016,New York,Chairs,631.782,2,0.1,140.396,0.22222222222222218
2016,New York,Furnishings,60.72,3,0,26.1096,0.43
2017,Arizona,Binders,20.724,2,0.7,-15.1976,-0.7333333333333333
2017,Arizona,Storage,415.872,8,0.2,-41.5872,-0.1
2017,Ohio,Storage,16.768,2,0.2,1.4672,0.0875
2017,Ohio,Accessories,27.12,2,0.2,-4.746,-0.17500000000000002
2017,California,Phones,95.84,4,0.2,34.742,0.36249999999999993
2017,California,Paper,12.96,2,0,6.2208,0.4799999999999999
2017,North Carolina,Binders,19.008,8,0.7,-12.672,-0.6666666666666667
2015,Tennessee,Binders,1598.058,7,0.7,-1065.372,-0.6666666666666667
2015,Tennessee,Art,36.96,4,0.2,12.012,0.325
2017,Illinois,Paper,10.368,2,0.2,3.6288,0.35
2017,Illinois,Furnishings,77.72,1,0.6,-66.062,-0.85
2017,Illinois,Chairs,520.464,2,0.3,-14.8704,-0.028571428571428567
2016,Rhode Island,Paper,111.96,2,0,54.8604,0.49
2017,Louisiana,Phones,29.16,3,0,8.4564,0.29000000000000004
2017,North Dakota,Art,131.94,3,0,35.6238,0.27
2017,North Dakota,Art,25.92,4,0,8.2944,0.31999999999999995
2017,North Dakota,Storage,704.76,4,0,162.0948,0.22999999999999998
2017,North Dakota,Fasteners,7.41,3,0,3.4827,0.47
2017,North Dakota,Art,21.5,10,0,7.095,0.33
2017,Illinois,Fasteners,10.528,4,0.2,3.29,0.3125
2017,Illinois,Paper,20.544,6,0.2,6.42,0.3125
2016,Indiana,Binders,104.9,5,0,50.352,0.4799999999999999
2016,Indiana,Art,39.68,2,0,16.2688,0.41
2016,Indiana,Labels,51.75,5,0,24.84,0.48
2017,Indiana,Art,11.68,2,0,5.4896,0.47000000000000003
2017,Indiana,Accessories,159.75,5,0,11.1825,0.06999999999999999
2016,Ohio,Appliances,103.968,6,0.2,16.8948,0.1625
2014,California,Furnishings,303.25,5,0,63.6825,0.21
2014,California,Appliances,270.72,3,0,78.5088,0.2899999999999999
2014,California,Chairs,1487.04,5,0.2,148.704,0.1
2015,Kentucky,Envelopes,17.48,2,0,8.2156,0.47000000000000003
2015,Kentucky,Envelopes,71.88,2,0,32.346,0.44999999999999996
2015,California,Art,60.45,3,0,16.3215,0.27
2015,California,Tables,253.176,3,0.2,-31.647,-0.125
2015,Illinois,Binders,2.88,5,0.8,-4.464,-1.5500000000000003
2015,Illinois,Bookcases,384.944,4,0.3,-126.4816,-0.32857142857142857
2015,Illinois,Phones,153.584,2,0.2,13.4386,0.0875
2015,Illinois,Bookcases,913.43,5,0.3,-52.196,-0.05714285714285714
2016,California,Appliances,43.92,4,0,11.8584,0.26999999999999996
2016,California,Binders,25.032,3,0.2,7.8225,0.3125
2017,New York,Paper,46.76,7,0,22.4448,0.48000000000000004
2017,New York,Bookcases,183.968,2,0.2,-25.2956,-0.1375
2017,New York,Phones,1259.97,3,0,327.5922,0.26
2017,New York,Art,68.97,3,0,19.3116,0.27999999999999997
2016,Texas,Art,70.368,2,0.2,6.1572,0.0875
2016,Texas,Phones,59.96,5,0.2,21.7355,0.3625
2014,Ohio,Storage,25.984,1,0.2,-5.1968,-0.19999999999999998
2014,Ohio,Binders,27.36,3,0.7,-21.888,-0.8
2016,California,Phones,361.376,2,0.2,27.1032,0.07500000000000001
2014,Pennsylvania,Chairs,172.186,2,0.3,-46.7362,-0.2714285714285714
2014,Pennsylvania,Furnishings,69.008,2,0.2,12.0764,0.17500000000000002
2016,Maryland,Envelopes,199.9,5,0,89.955,0.44999999999999996
2016,Maryland,Appliances,901.95,3,0,297.6435,0.33
2016,Maryland,Furnishings,971.5,5,0,252.59,0.26
2016,Colorado,Art,11.328,2,0.2,2.5488,0.225
2014,New York,Art,21.24,3,0,8.0712,0.38
2015,Pennsylvania,Accessories,34.8,3,0.2,2.175,0.0625
2015,Pennsylvania,Storage,38.976,3,0.2,-2.436,-0.0625
2016,Indiana,Paper,9.08,2,0,4.086,0.45
2016,Indiana,Paper,314.55,3,0,150.984,0.48000000000000004
2016,Indiana,Binders,4.91,1,0,2.3077,0.47000000000000003
2014,California,Labels,5.78,2,0,2.7166,0.47000000000000003
2014,California,Art,107.94,6,0,30.2232,0.27999999999999997
2014,New York,Paper,19.65,3,0,9.039,0.46
2014,New York,Phones,617.97,3,0,160.6722,0.26
2014,New York,Appliances,59.7,3,0,26.865,0.44999999999999996
2017,Massachusetts,Binders,387.99,1,0,182.3553,0.47
2014,California,Phones,575.92,2,0.2,71.99,0.125
2014,California,Fasteners,30.4,5,0,15.2,0.5
2017,Michigan,Binders,478.24,8,0,219.9904,0.45999999999999996
2014,Ohio,Furnishings,190.848,3,0.2,-21.4704,-0.1125
2014,Ohio,Binders,5.484,4,0.7,-4.0216,-0.7333333333333334
2015,Illinois,Supplies,40.92,5,0.2,3.069,0.075
2014,Florida,Art,15.552,3,0.2,2.3328,0.15000000000000002
2017,Georgia,Appliances,17.24,2,0,4.4824,0.26
2017,Georgia,Bookcases,302.94,3,0,75.735,0.25
2017,Georgia,Phones,34.75,5,0,15.6375,0.44999999999999996
2017,Georgia,Binders,113.94,6,0,54.6912,0.48000000000000004
2017,Georgia,Phones,55.98,2,0,15.6744,0.28
2017,New Mexico,Paper,27.18,3,0,12.231,0.45
2017,Oklahoma,Chairs,1805.88,6,0,523.7052,0.29
2017,New Jersey,Art,70.95,3,0,18.447,0.25999999999999995
2016,Kentucky,Fasteners,20,4,0,9.6,0.48
2016,Kentucky,Art,7.98,3,0,2.0748,0.26
2016,Kentucky,Furnishings,24.1,5,0,9.158,0.37999999999999995
2016,Kentucky,Art,8.75,1,0,2.625,0.3
2016,Kentucky,Tables,842.94,3,0,160.1586,0.19
2016,Illinois,Binders,2.182,1,0.8,-3.6003,-1.65
2016,Illinois,Art,27.384,7,0.2,2.7384,0.09999999999999999
2016,Illinois,Appliances,26.406,3,0.8,-71.2962,-2.7
2016,Texas,Paper,10.368,2,0.2,3.6288,0.35
2016,Texas,Paper,23.68,4,0.2,7.4,0.3125
2016,Michigan,Accessories,109.95,1,0,36.2835,0.32999999999999996
2016,Michigan,Storage,965.85,5,0,135.219,0.13999999999999999
2016,Michigan,Art,29.2,5,0,10.512,0.36000000000000004
2016,Michigan,Paper,32.4,5,0,15.552,0.48
2014,Indiana,Envelopes,78.35,5,0,36.8245,0.47000000000000003
2014,Indiana,Paper,31.68,6,0,14.256,0.45
2014,Indiana,Binders,29.12,4,0,14.2688,0.49
2014,Indiana,Storage,169.45,5,0,42.3625,0.25
2015,California,Furnishings,12.56,2,0,4.0192,0.31999999999999995
2015,California,Paper,6.48,1,0,3.1104,0.4799999999999999
2015,California,Envelopes,186.69,3,0,87.7443,0.47
2016,California,Furnishings,25.4,5,0,8.636,0.33999999999999997
2016,California,Envelopes,43.96,2,0,20.6612,0.47000000000000003
2016,California,Bookcases,1279.165,5,0.15,225.735,0.17647058823529413
2016,California,Storage,27.92,4,0,0.5584,0.02
2015,California,Chairs,129.568,2,0.2,-12.9568,-0.09999999999999999
2015,California,Binders,6.368,2,0.2,2.1492,0.33749999999999997
2017,California,Paper,244.55,5,0,114.9385,0.47
2017,Colorado,Supplies,1332.496,2,0.2,-299.8116,-0.22499999999999998
2017,Colorado,Furnishings,32.776,1,0.2,3.2776,0.09999999999999999
2017,Colorado,Storage,147.184,2,0.2,-29.4368,-0.2
2017,Colorado,Accessories,54.384,2,0.2,1.3596,0.024999999999999998
2017,Colorado,Binders,76.776,4,0.7,-58.8616,-0.7666666666666667
2017,Colorado,Paper,14.352,3,0.2,5.2026,0.3625
2017,Colorado,Appliances,209.792,2,0.2,26.224,0.125
2015,Idaho,Binders,3.304,1,0.2,1.1151,0.3375
2017,New York,Art,16.38,9,0,7.371,0.45000000000000007
2017,New York,Envelopes,167.96,2,0,78.9412,0.47
2017,New York,Bookcases,321.568,2,0.2,-16.0784,-0.049999999999999996
2017,New York,Paper,12.96,2,0,6.2208,0.4799999999999999
2017,Pennsylvania,Chairs,128.058,3,0.3,-23.7822,-0.18571428571428572
2017,Ohio,Chairs,63.686,1,0.3,-15.4666,-0.24285714285714285
2017,Ohio,Accessories,239.976,3,0.2,65.9934,0.27499999999999997
2017,Ohio,Tables,344.22,2,0.4,-189.321,-0.5499999999999999
2017,Ohio,Paper,15.552,3,0.2,5.4432,0.35000000000000003
2017,Ohio,Furnishings,21.248,4,0.2,7.4368,0.35
2017,Ohio,Paper,8.448,2,0.2,2.64,0.3125
2017,Oklahoma,Storage,333.09,3,0,23.3163,0.07
2017,Oklahoma,Tables,248.98,2,0,54.7756,0.22
2014,New York,Paper,24.9,5,0,11.703,0.47000000000000003
2016,California,Fasteners,15.26,7,0,5.0358,0.33
2016,California,Appliances,43.32,2,0,14.2956,0.33
2016,California,Binders,43.584,12,0.2,15.7992,0.3625
2016,California,Paper,116.28,3,0,56.9772,0.49000000000000005
2016,California,Binders,9.296,2,0.2,3.0212,0.325
2016,California,Paper,19.44,3,0,9.3312,0.48000000000000004
2016,California,Paper,314.55,3,0,150.984,0.48000000000000004
2015,Texas,Binders,16.27,5,0.8,-25.2185,-1.55
2015,Texas,Supplies,69.12,9,0.2,-14.688,-0.2125
2015,Texas,Binders,4.47,3,0.8,-7.8225,-1.75
2017,California,Tables,418.296,3,0.2,5.2287,0.0125
2014,Ohio,Copiers,659.988,2,0.4,109.998,0.16666666666666666
2014,Ohio,Furnishings,8.128,2,0.2,1.4224,0.17500000000000002
2014,Ohio,Paper,36.288,7,0.2,12.7008,0.35000000000000003
2014,Ohio,Chairs,909.72,6,0.3,-51.984,-0.05714285714285714
2017,California,Bookcases,917.9235,9,0.15,75.5937,0.08235294117647059
2017,California,Paper,38.88,6,0,19.0512,0.49
2017,Pennsylvania,Binders,631.176,4,0.7,-462.8624,-0.7333333333333333
2014,California,Paper,12.96,2,0,6.2208,0.4799999999999999
2016,California,Paper,12.96,2,0,6.2208,0.4799999999999999
2016,California,Binders,23.2,5,0.2,8.12,0.35
2014,Texas,Paper,25.92,5,0.2,9.072,0.3499999999999999
2014,Texas,Fasteners,21.312,6,0.2,7.1928,0.33749999999999997
2014,California,Phones,173.656,7,0.2,17.3656,0.1
2014,California,Appliances,361.96,2,0,101.3488,0.28
2014,California,Accessories,62.85,3,0,13.1985,0.21
2014,California,Phones,818.376,3,0.2,51.1485,0.0625
2014,California,Storage,20.34,1,0,0.2034,0.01
2014,California,Furnishings,23.99,1,0,5.5177,0.23
2017,California,Tables,171.288,3,0.2,-6.4233,-0.0375
2016,Missouri,Furnishings,37.3,2,0,17.158,0.4600000000000001
2016,Missouri,Binders,81.96,2,0,39.3408,0.48000000000000004
2016,Arizona,Binders,54.792,6,0.7,-40.1808,-0.7333333333333333
2016,Texas,Storage,10.784,1,0.2,0.8088,0.075
2016,Virginia,Chairs,290.98,1,0,75.6548,0.25999999999999995
2017,Oklahoma,Art,36.44,4,0,12.0252,0.33
2016,Washington,Paper,21.4,5,0,10.058,0.47000000000000003
2016,Washington,Binders,48.664,7,0.2,15.8158,0.32499999999999996
2016,California,Art,16.56,4,0,6.9552,0.42
2017,Florida,Storage,1347.52,8,0.2,84.22,0.0625
2014,Indiana,Accessories,62.31,3,0,22.4316,0.36
2014,Indiana,Furnishings,20.32,4,0,6.9088,0.34
2017,Colorado,Fasteners,9.432,3,0.2,3.0654,0.32499999999999996
2014,New York,Labels,34.86,7,0,16.0356,0.45999999999999996
2014,New York,Furnishings,89.34,6,0,24.1218,0.27
2017,New York,Phones,269.98,2,0,67.495,0.25
2017,New York,Paper,99.9,5,0,47.952,0.4799999999999999
2017,New York,Furnishings,39.08,4,0,14.4596,0.37
2017,Ohio,Accessories,116.832,4,0.2,33.5892,0.2875
2016,Texas,Binders,2.296,2,0.8,-3.9032,-1.7000000000000002
2016,New York,Chairs,408.006,2,0.1,72.5344,0.1777777777777778
2016,New York,Storage,40.44,3,0,10.5144,0.26
2014,California,Chairs,122.352,3,0.2,13.7646,0.11249999999999999
2014,California,Envelopes,15.28,2,0,7.4872,0.49
2015,California,Paper,11.96,2,0,5.8604,0.49
2017,Washington,Furnishings,15.84,3,0,4.9104,0.31
2017,Washington,Binders,86.376,3,0.2,30.2316,0.35
2017,Washington,Art,18.24,3,0,6.2016,0.34
2017,Washington,Art,13.12,4,0,4.3296,0.33
2015,Rhode Island,Phones,105.98,2,0,1.0598,0.01
2015,Rhode Island,Tables,493.92,7,0.3,-28.224,-0.05714285714285714
2017,Illinois,Binders,5.936,7,0.8,-8.904,-1.5
2017,Oklahoma,Envelopes,325.86,2,0,149.8956,0.45999999999999996
2015,Illinois,Chairs,383.607,9,0.3,-5.4801,-0.014285714285714285
2015,Illinois,Phones,148.48,2,0.2,16.704,0.11250000000000002
2015,Illinois,Phones,537.544,7,0.2,53.7544,0.09999999999999999
2015,Illinois,Binders,1.928,2,0.8,-2.9884,-1.55
2015,Illinois,Art,6.912,3,0.2,0.6912,0.1
2015,Illinois,Furnishings,7.76,1,0.6,-2.134,-0.27499999999999997
2015,Illinois,Phones,659.168,4,0.2,49.4376,0.07500000000000001
2017,Connecticut,Labels,5.76,2,0,2.8224,0.49000000000000005
2014,California,Tables,351.216,3,0.2,4.3902,0.0125
2014,California,Chairs,230.28,3,0.2,23.028,0.09999999999999999
2014,California,Paper,12.84,3,0,5.778,0.44999999999999996
2016,Wisconsin,Binders,56.82,3,0,28.41,0.5
2015,South Carolina,Fasteners,31.56,4,0,14.202,0.45
2015,South Carolina,Storage,27.92,4,0,0.5584,0.02
2017,Arizona,Binders,8.559,1,0.7,-6.5619,-0.7666666666666667
2014,Texas,Envelopes,49.568,2,0.2,17.9684,0.3625
2014,Texas,Chairs,127.869,3,0.3,-9.1335,-0.07142857142857142
2015,California,Envelopes,271.44,3,0,122.148,0.45
2015,California,Phones,110.352,3,0.2,8.2764,0.075
2015,California,Furnishings,36.4,5,0,13.832,0.38000000000000006
2017,Florida,Chairs,419.136,4,0.2,-57.6312,-0.13749999999999998
2014,Arizona,Storage,100.704,6,0.2,-1.2588,-0.0125
2017,North Carolina,Appliances,45.216,3,0.2,4.5216,0.1
2017,North Carolina,Binders,28.782,6,0.7,-21.1068,-0.7333333333333333
2017,North Carolina,Paper,24.448,4,0.2,8.8624,0.36249999999999993
2015,Texas,Binders,10.476,6,0.8,-17.2854,-1.6499999999999997
2014,California,Furnishings,76.14,3,0,26.649,0.35000000000000003
2015,Kansas,Art,21.24,3,0,8.0712,0.38
2015,Kansas,Binders,127.96,2,0,60.1412,0.47000000000000003
2017,California,Copiers,479.984,2,0.2,89.997,0.1875
2016,Michigan,Phones,657.93,7,0,184.2204,0.28
2016,Michigan,Furnishings,33.48,4,0,8.7048,0.26000000000000006
2016,Michigan,Art,13.9,5,0,3.614,0.26
2016,Michigan,Storage,26.86,2,0,6.715,0.25
2014,Idaho,Binders,9.584,1,0.2,3.3544,0.35000000000000003
2015,Virginia,Binders,113.1,3,0,56.55,0.5
2014,New York,Paper,65.78,11,0,32.2322,0.49
2015,Mississippi,Accessories,239.7,6,0,105.468,0.44000000000000006
2016,Pennsylvania,Furnishings,25.632,3,0.2,3.8448,0.15
2016,Pennsylvania,Labels,23.616,8,0.2,7.9704,0.33749999999999997
2016,California,Art,8.26,2,0,3.7996,0.46
2017,California,Envelopes,76.58,7,0,38.29,0.5
2017,California,Art,8.8,5,0,4.224,0.48
2017,California,Binders,590.352,6,0.2,206.6232,0.35000000000000003
2017,California,Fasteners,5.58,3,0,0.1674,0.03
2017,California,Furnishings,25.02,3,0,10.5084,0.42
2017,California,Storage,452.55,7,0,22.6275,0.05
2016,California,Supplies,17.76,2,0,4.9728,0.27999999999999997
2016,California,Phones,302.384,2,0.2,30.2384,0.09999999999999999
2016,California,Chairs,146.352,3,0.2,-5.4882,-0.0375
2016,California,Appliances,7.9,2,0,2.054,0.25999999999999995
2016,California,Tables,902.712,3,0.2,33.8517,0.0375
2016,California,Art,53.97,3,0,15.1116,0.27999999999999997
2016,District of Columbia,Art,33.92,8,0,13.2288,0.38999999999999996
2017,Wisconsin,Supplies,21.81,3,0,5.8887,0.27
2017,Wisconsin,Appliances,91.6,5,0,26.564,0.29000000000000004
2015,Maryland,Chairs,150.98,1,0,43.7842,0.29000000000000004
2015,Maryland,Envelopes,137.25,9,0,63.135,0.45999999999999996
2015,Maryland,Fasteners,11.52,4,0,5.4144,0.47
2015,North Carolina,Paper,18.272,1,0.2,5.9384,0.325
2015,North Carolina,Paper,153.728,4,0.2,53.8048,0.35
2015,North Carolina,Envelopes,12.224,2,0.2,4.4312,0.36249999999999993
2015,North Carolina,Accessories,167.944,7,0.2,50.3832,0.30000000000000004
2015,New York,Phones,45.99,1,0,13.3371,0.29
2015,New York,Storage,535.41,3,0,160.623,0.3
2015,New York,Binders,6.096,2,0.2,2.0574,0.33749999999999997
2015,New York,Paper,45.36,7,0,21.7728,0.48
2017,California,Furnishings,47.12,8,0,20.7328,0.44000000000000006
2016,Mississippi,Binders,31.36,4,0,15.68,0.5
2016,Florida,Art,47.616,3,0.2,3.5712,0.075
2016,Florida,Paper,23.48,5,0.2,8.218,0.35
2016,Texas,Appliances,62.79,3,0.8,-166.3935,-2.65
2016,Texas,Fasteners,28.44,9,0.2,4.266,0.15
2015,Texas,Accessories,134.376,3,0.2,6.7188,0.049999999999999996
2015,Massachusetts,Phones,589.9,2,0,147.475,0.25
2015,Massachusetts,Chairs,542.94,3,0,141.1644,0.25999999999999995
2017,California,Copiers,2879.952,6,0.2,1007.9832,0.35
2017,California,Binders,90.48,3,0.2,33.93,0.375
2015,Delaware,Storage,77.55,5,0,21.714,0.27999999999999997
2017,Tennessee,Supplies,8.832,3,0.2,-1.9872,-0.22499999999999998
2017,Tennessee,Paper,177.536,4,0.2,62.1376,0.35
2017,Tennessee,Storage,258.48,2,0.2,-3.231,-0.012499999999999999
2017,Tennessee,Furnishings,14.136,3,0.2,4.2408,0.30000000000000004
2016,New York,Storage,77.55,5,0,20.163,0.26
2016,New York,Storage,24.88,2,0,6.9664,0.28
2016,New York,Art,140.75,5,0,39.41,0.27999999999999997
2016,New York,Storage,36.63,3,0,9.8901,0.27
2015,Michigan,Furnishings,17.14,2,0,6.1704,0.36
2017,California,Labels,51.75,5,0,24.84,0.48
2017,California,Furnishings,123.96,3,0,11.1564,0.09
2015,California,Bookcases,586.398,6,0.15,34.494,0.058823529411764705
2015,California,Storage,80.98,1,0,3.2392,0.039999999999999994
2017,California,Storage,242.94,3,0,9.7176,0.039999999999999994
2017,California,Art,123.92,4,0,33.4584,0.26999999999999996
2017,California,Art,12.39,3,0,5.6994,0.45999999999999996
2017,California,Art,47.3,2,0,12.298,0.26
2016,Virginia,Copiers,1599.92,8,0,751.9624,0.47
2016,Virginia,Envelopes,11.09,1,0,5.4341,0.49
2017,Colorado,Binders,3.168,4,0.7,-2.5344,-0.8
2017,Colorado,Chairs,579.136,4,0.2,-28.9568,-0.05
2015,Washington,Binders,6.368,2,0.2,2.1492,0.33749999999999997
2015,Washington,Machines,558.4,2,0.2,41.88,0.07500000000000001
2016,New York,Chairs,145.764,2,0.1,-8.098,-0.05555555555555556
2014,Virginia,Paper,13.62,3,0,6.129,0.45
2016,New York,Chairs,434.646,3,0.1,62.7822,0.14444444444444446
2017,Washington,Paper,440.19,9,0,206.8893,0.47
2017,Washington,Supplies,64.4,5,0,1.932,0.029999999999999995
2017,California,Paper,244.55,5,0,114.9385,0.47
2017,California,Paper,195.76,4,0,97.88,0.5
2017,New Jersey,Paper,11.76,2,0,5.7624,0.49000000000000005
2017,New Jersey,Storage,166.45,5,0,39.948,0.24000000000000002
2017,California,Fasteners,2.88,1,0,1.3536,0.47
2014,Illinois,Storage,45.248,2,0.2,3.9592,0.08750000000000001
2015,Pennsylvania,Art,59.904,2,0.2,14.2272,0.2375
2015,Pennsylvania,Appliances,23.696,2,0.2,6.5164,0.27499999999999997
2015,Pennsylvania,Paper,7.968,2,0.2,2.8884,0.3625
2015,Pennsylvania,Appliances,18.2,7,0.2,2.0475,0.1125
2015,Pennsylvania,Accessories,27.552,3,0.2,-0.3444,-0.012499999999999999
2015,Pennsylvania,Chairs,844.116,6,0.3,-36.1764,-0.04285714285714286
2015,Pennsylvania,Storage,76.752,3,0.2,-9.594,-0.125
2016,Florida,Labels,3,1,0.2,1.05,0.35000000000000003
2016,Florida,Binders,7.506,9,0.7,-6.0048,-0.8
2016,Florida,Labels,16.56,2,0.2,5.796,0.35000000000000003
2016,Washington,Furnishings,79.92,4,0,34.3656,0.43
2016,Washington,Accessories,69.98,2,0,13.2962,0.19
2017,Texas,Binders,11.06,10,0.8,-18.802,-1.7
2017,Texas,Bookcases,623.4648,7,0.32,-119.1918,-0.1911764705882353
2017,Texas,Storage,772.68,5,0.2,-57.951,-0.07500000000000001
2016,Michigan,Appliances,283.14,4,0.1,72.358,0.2555555555555556
2016,Michigan,Phones,635.96,4,0,165.3496,0.26
2016,Michigan,Phones,118.99,1,0,33.3172,0.28
2016,Michigan,Furnishings,272.94,3,0,30.0234,0.11
2017,Pennsylvania,Furnishings,15.008,2,0.2,1.5008,0.1
2014,Utah,Binders,33.088,4,0.2,11.1672,0.33749999999999997
2014,Utah,Storage,80.98,1,0,3.2392,0.039999999999999994
2014,Utah,Accessories,82.8,12,0,6.624,0.08
2014,Utah,Storage,21.36,2,0,5.7672,0.27
2014,Utah,Binders,62.048,2,0.2,20.1656,0.325
2016,New York,Fasteners,29.61,9,0,13.3245,0.45
2016,North Carolina,Phones,863.928,9,0.2,86.3928,0.09999999999999999
2016,Pennsylvania,Tables,241.92,4,0.4,-56.448,-0.23333333333333334
2016,Pennsylvania,Bookcases,163.88,4,0.5,-81.94,-0.5
2016,Pennsylvania,Binders,3.486,2,0.7,-2.7888,-0.8
2016,Pennsylvania,Fasteners,10.584,7,0.2,-2.3814,-0.22500000000000003
2016,Indiana,Phones,440.91,9,0,123.4548,0.27999999999999997
2017,Pennsylvania,Binders,5.715,5,0.7,-4.7625,-0.8333333333333334
2014,Arizona,Furnishings,51.968,2,0.2,10.3936,0.19999999999999998
2014,Arizona,Accessories,71.976,3,0.2,21.5928,0.3
2014,Arizona,Chairs,242.352,3,0.2,-42.4116,-0.175
2014,Arizona,Paper,221.92,5,0.2,77.672,0.35000000000000003
2014,Arizona,Paper,8.448,2,0.2,2.64,0.3125
2015,Michigan,Binders,29.52,4,0,14.4648,0.49
2015,Michigan,Chairs,302.94,3,0,48.4704,0.16
2015,Michigan,Chairs,142.36,2,0,38.4372,0.26999999999999996
2015,Michigan,Chairs,546.66,9,0,136.665,0.25
2015,Michigan,Furnishings,212.13,3,0,14.8491,0.07
2017,Texas,Art,5.248,2,0.2,0.5904,0.1125
2017,Texas,Storage,74.416,2,0.2,-14.8832,-0.2
2017,Texas,Paper,6.848,2,0.2,2.14,0.3125
2017,Texas,Furnishings,7.996,1,0.6,-6.9965,-0.875
2016,Texas,Appliances,8.712,2,0.8,-19.602,-2.25
2016,Connecticut,Supplies,65.17,7,0,18.8993,0.29
2016,Connecticut,Labels,14.62,2,0,6.8714,0.47000000000000003
2016,Connecticut,Furnishings,173.24,4,0,17.324,0.1
2017,California,Binders,895.92,5,0.2,302.373,0.3375
2017,California,Storage,130.71,3,0,39.213,0.3
2017,California,Art,11.68,2,0,3.0368,0.26
2017,California,Accessories,62.31,3,0,22.4316,0.36
2014,Pennsylvania,Binders,0.852,1,0.7,-0.5964,-0.7000000000000001
2014,Texas,Paper,36.288,7,0.2,12.7008,0.35000000000000003
2014,Texas,Furnishings,56.568,2,0.6,-74.9526,-1.3250000000000002
2017,Oregon,Phones,344.704,2,0.2,38.7792,0.1125
2015,Colorado,Phones,201.584,2,0.2,20.1584,0.1
2017,Washington,Tables,521.96,2,0,88.7332,0.16999999999999998
2015,Maryland,Art,8.22,3,0,2.2194,0.26999999999999996
2015,California,Paper,45.36,7,0,21.7728,0.48
2015,California,Storage,947.17,7,0,9.4717,0.01
2015,California,Paper,61.96,2,0,27.882,0.45
2014,Illinois,Tables,268.935,3,0.5,-209.7693,-0.7799999999999999
2017,Washington,Art,7.58,1,0,2.9562,0.39
2016,Georgia,Labels,14.73,3,0,7.2177,0.49
2016,Florida,Binders,9.888,2,0.7,-6.9216,-0.7
2016,Florida,Appliances,671.544,3,0.2,50.3658,0.075
2014,New York,Storage,1117.92,4,0,55.896,0.049999999999999996
2014,New York,Bookcases,275.952,3,0.2,-37.9434,-0.13749999999999998
2014,California,Binders,123.144,7,0.2,46.179,0.375
2016,Texas,Accessories,15.576,3,0.2,3.3099,0.2125
2015,California,Paper,212.64,6,0,99.9408,0.47000000000000003
2015,California,Paper,9.87,3,0,4.5402,0.46
2015,California,Accessories,53.25,3,0,20.7675,0.38999999999999996
2015,California,Furnishings,19.92,3,0,9.5616,0.48
2016,New York,Chairs,658.746,3,0.1,146.388,0.22222222222222224
2015,Maine,Binders,8.26,2,0,3.8822,0.47000000000000003
2015,Maine,Binders,29.84,2,0,13.428,0.45
2015,Maine,Accessories,67.98,2,0,14.9556,0.22
2015,California,Labels,61.06,2,0,28.0876,0.45999999999999996
2015,California,Tables,35.544,1,0.2,-0.8886,-0.025
2017,Washington,Labels,9.96,2,0,4.5816,0.45999999999999996
2017,Washington,Art,9.21,3,0,2.3025,0.25
2017,Washington,Supplies,27.93,3,0,8.0997,0.29000000000000004
2017,Minnesota,Fasteners,7.9,2,0,2.528,0.32
2017,Minnesota,Storage,221.16,4,0,57.5016,0.26
2017,Minnesota,Binders,127.96,2,0,62.7004,0.49000000000000005
2017,Minnesota,Binders,18.69,3,0,9.1581,0.48999999999999994
2016,California,Supplies,25.35,3,0,7.605,0.3
2016,California,Furnishings,35.28,3,0,11.9952,0.34
2016,Washington,Paper,33.4,5,0,16.032,0.48000000000000004
2016,Washington,Machines,837.6,3,0.2,62.82,0.075
2016,Tennessee,Phones,40.68,3,0.2,-9.153,-0.225
2017,Tennessee,Chairs,209.568,2,0.2,-23.5764,-0.11249999999999999
2015,Texas,Accessories,22.368,4,0.2,6.4308,0.2875
2017,Florida,Binders,3.882,2,0.7,-2.588,-0.6666666666666666
2017,Florida,Paper,115.296,3,0.2,40.3536,0.35
2017,Pennsylvania,Binders,1.908,2,0.7,-1.5264,-0.8
2017,Illinois,Binders,43.372,7,0.8,-69.3952,-1.6
2014,New York,Phones,783.96,4,0,219.5088,0.27999999999999997
2014,New York,Binders,48.896,2,0.2,18.336,0.37499999999999994
2014,New York,Binders,7.856,2,0.2,2.8478,0.3625
2016,Ohio,Labels,5.904,2,0.2,1.9926,0.33749999999999997
2016,Ohio,Supplies,13.712,2,0.2,1.0284,0.075
2014,California,Envelopes,182.94,3,0,85.9818,0.47000000000000003
2017,California,Art,27.76,4,0,9.9936,0.36
2015,New York,Art,25.99,1,0,7.5371,0.29
2015,Texas,Accessories,113.52,5,0.2,29.799,0.2625
2015,Texas,Phones,359.88,3,0.2,22.4925,0.0625
2017,North Carolina,Paper,25.344,4,0.2,9.1872,0.3625
2016,California,Binders,11.952,3,0.2,4.1832,0.35000000000000003
2016,California,Supplies,6.24,3,0,1.872,0.3
2014,Arizona,Phones,742.336,8,0.2,83.5128,0.1125
2017,Illinois,Furnishings,6.464,1,0.6,-4.04,-0.625
2017,Illinois,Labels,11.52,5,0.2,4.176,0.36250000000000004
2017,Illinois,Phones,222.384,2,0.2,16.6788,0.075
2017,California,Art,23.36,4,0,6.0736,0.26
2016,New York,Labels,8.67,3,0,4.0749,0.47000000000000003
